zip_area,zip_lat,zip_long,lat_mean,long_mean,lat_max,lat_min,long_max,long_min,dens,approx_zips,number_of_panels_north,number_of_panels_south,number_of_panels_east,number_of_panels_west,number_of_panels_flat,number_of_panels_total,potential_kwh_total,state_size,state_lat,state_long,is_usa
60.83934922407641,48.78,-56.685,48.86884885,-56.699512625,48.9969946,48.7407031,-56.6783661,-56.72065915,0.14513633220300193,59,0.315,0.198,0.34400000000000003,0.2793,0.1566,0.1766,0.24337299999999998,88.22863055720632,46.92656790123457,-55.14871604938271,50
50.013027170425005,42.84,-53.185,42.84345105,-53.185794325,42.8452813,42.8416208,-53.1840149,-53.18757375,0.468178019303066,82,0.468,0.559,0.869,0.2891,0.6380999999999999,0.46830000000000005,0.769879,54.062671965044444,42.85410256410256,-53.6448717948718,50
51.173635022479935,39.73,-37.77,39.7280977,-37.770734275,39.7523753,39.7038201,-37.7586487,-37.78281985,40.59023751366371,19,28.59,16.5155,27.094,15.3811,97.14059999999999,41.543,62.23853,10.651584389188315,39.32571428571429,-37.765408163265306,50
50.061737825869976,38.9,-38.515,38.90422385,-38.5158739,38.9109932,38.8974545,-38.51359385,-38.51815395,2.5547455113295885,20,0.318,0.4205,0.228,0.2947,7.1949,2.5579,3.828953,1.185854122563176,38.89243243243243,-38.51405405405406,50
50.71444423707499,38.98,-38.515,38.97983455,-38.513994825,38.9954398,38.9642293,-38.50254925,-38.5254404,11.70613242303847,20,10.326,18.939,15.048,13.2671,13.0239,11.8734,17.913887499999998,1.185854122563176,38.89243243243243,-38.51405405405406,50
51.69705371521993,38.83,-38.505,38.8319982,-38.503098300000005,38.8585609,38.8054355,-38.48712615,-38.51907045,36.126236715307456,20,33.936,27.235,39.867,32.1489,66.58439999999999,37.3524,57.4009885,1.185854122563176,38.89243243243243,-38.51405405405406,50
63.20744109877542,41.56,-35.84,41.55327885,-35.826564774999994,41.6021084,41.5044493,-35.75894465,-35.8941849,0.14120172949341106,28,0.015,0.396,0.396,0.3654,0.020999999999999998,0.17850000000000002,0.2506645,6.225451790834181,41.70208791208792,-35.74994505494505,50
50.65857396803,38.94,-38.53,38.93404635,-38.529861249999996,38.9576937,38.910399,-38.5228988,-38.5368237,17.29766417335408,20,7.026,14.621500000000001,10.281,7.8862,36.6369,17.5255,26.309220999999997,1.185854122563176,38.89243243243243,-38.51405405405406,50
58.58955631432967,41.91,-35.85,41.8942294,-35.843554075,41.9332375,41.8552213,-35.78850425,-35.8986039,0.2208584740013669,28,0.321,0.497,0.651,0.427,0.0678,0.25880000000000003,0.359932,6.225451790834181,41.70208791208792,-35.74994505494505,50
51.22526746537008,41.78,-35.7,41.787414299999995,-35.698179675000006,41.814415,41.7604136,-35.6868349,-35.70952445,31.39095371414247,29,12.339,25.4685,37.291000000000004,36.1732,53.275499999999994,32.1602,45.97438,6.225451790834181,41.70208791208792,-35.74994505494505,50
66.17472964922038,43.31,-35.835,43.3007551,-35.83267549999999,43.3834474,43.2180628,-35.78377515,-35.88157585,5.554159449510197,33,2.649,11.7075,11.59,10.8234,6.6476999999999995,7.3509,10.35121,17.517437740719956,43.38366197183098,-35.78077464788733,50
56.055649291200446,43.05,-35.39,43.0692822,-35.399178500000005,43.1214652,43.0170992,-35.3701669,-35.4281901,59.30508418037107,38,31.044,35.325,36.27,26.7085,152.8362,66.4877,95.921808,17.517437740719956,43.38366197183098,-35.78077464788733,50
51.32785941231506,43.04,-35.485,43.03613985,-35.485604975,43.0519993,43.0202804,-35.4646733,-35.50653665,2.6368720914850154,38,1.887,1.579,1.461,0.9898,6.1221,2.7069,3.879933,17.517437740719956,43.38366197183098,-35.78077464788733,50
52.88284341122,43.07,-35.47,43.066140250000004,-35.477041799999995,43.0900209,43.0422596,-35.4468621,-35.5072215,5.112149471574021,38,2.247,6.5825000000000005,11.131,6.237,6.034199999999999,5.4069,7.7196795,17.517437740719956,43.38366197183098,-35.78077464788733,50
52.472442622950105,43.25,-35.44,43.25373945,-35.441461700000005,43.2835277,43.2239512,-35.42071155,-35.46221185,18.39193968793637,38,4.32,14.833,16.057,10.0366,39.4539,19.3014,27.752146,17.517437740719956,43.38366197183098,-35.78077464788733,50
50.08399093677996,38.57,-37.81,38.5724683,-37.811086225,38.5782597,38.5666769,-37.80746055,-37.8147119,0.10033146133148532,19,0.015,0.25,0.28600000000000003,0.1344,0.006599999999999999,0.1005,0.151075,10.651584389188315,39.32571428571429,-37.765408163265306,50
50.54128341966014,47.51,-55.635,47.5111235,-55.637614375,47.5191949,47.5030521,-55.6208489,-55.65437985,22.371018769186673,59,5.823,18.448,26.473,25.1755,37.4571,22.613200000000003,32.6707165,88.22863055720632,46.92656790123457,-55.14871604938271,50
260.13291106361623,48.59,-56.635,48.76549475,-56.722597425000004,48.9970416,48.5339479,-56.49571795,-56.9494769,0.07544220344806986,59,0.039,0.89,0.598,0.7252,0.14939999999999998,0.3925,0.524612,88.22863055720632,46.92656790123457,-55.14871604938271,50
56.279414214905806,61.27,-74.895,61.26032225,-74.894179125,61.2946598,61.2259847,-74.84846085,-74.9398974,19.23029965925546,99,0.234,18.218,18.359,11.4324,43.57469999999999,21.645400000000002,20.943072,350.80184310376706,61.52529197080292,-76.19952554744525,50
50.722861031699786,41.88,-35.675,41.87794045,-35.67752165,41.8980197,41.8578612,-35.66852155,-35.68652175,31.964186700484863,28,9.882,38.795500000000004,61.229,37.9764,38.369099999999996,32.426300000000005,46.0576205,6.225451790834181,41.70208791208792,-35.74994505494505,50
51.258996099200075,41.75,-35.705,41.748328799999996,-35.7064125,41.7673128,41.7293448,-35.6898328,-35.7229922,36.81139202079392,28,24.792,35.456,42.421,34.9685,61.7493,37.7383,54.266977999999995,6.225451790834181,41.70208791208792,-35.74994505494505,50
50.663112567980164,41.84,-35.695,41.8382206,-35.697841,41.8568745,41.8195667,-35.68895395,-35.70672805,22.369529674658573,29,13.023,31.9125,47.151,22.7605,23.648999999999997,22.6662,31.923097,6.225451790834181,41.70208791208792,-35.74994505494505,50
50.73958695009981,41.77,-35.72,41.7767305,-35.717147575,41.7938207,41.7596403,-35.7063287,-35.72796645,29.47925061887122,29,16.38,34.8395,51.948,29.0584,39.166199999999996,29.915300000000002,43.24474,6.225451790834181,41.70208791208792,-35.74994505494505,50
50.537618276159975,41.84,-35.675,41.843286899999995,-35.677508125,41.8600133,41.8265605,-35.66947265,-35.6855436,16.782745782859756,29,6.402,14.2765,20.284,12.138,30.396299999999997,16.9632,24.225119,6.225451790834181,41.70208791208792,-35.74994505494505,50
58.87266747145986,43.19,-35.435,43.1856617,-35.4477536,43.2519238,43.1193996,-35.41427795,-35.48122925,28.91630485106311,38,9.642,35.664500000000004,39.665,24.2228,57.499199999999995,34.0476,48.748886999999996,17.517437740719956,43.38366197183098,-35.78077464788733,50
51.44539108408987,43.23,-35.41,43.217744550000006,-35.4205006,43.242665,43.1928241,-35.40600055,-35.43500065,1.8095887316286883,38,0.096,2.2675,2.8120000000000003,1.967,2.529,1.8619,2.6601345,17.517437740719956,43.38366197183098,-35.78077464788733,50
58.418290262440834,43.01,-35.385,43.0161452,-35.356093650000005,43.0588041,42.9734863,-35.30675875,-35.40542855,2.5793291676815375,38,6.168,5.316,4.457,3.0296,2.5989,3.0136000000000003,4.3052705,17.517437740719956,43.38366197183098,-35.78077464788733,50
52.08596346139972,39.73,-37.765,39.7563366,-37.748609525,39.7979938,39.7146794,-37.7360909,-37.76112815,17.8593221317558,19,20.04,21.7475,37.474000000000004,13.2944,23.820899999999998,18.604400000000002,27.40121,10.651584389188315,39.32571428571429,-37.765408163265306,50
50.09458386244991,17.98,-33.3,18.004289999999997,-33.305851775,18.0131499,17.9954301,-33.3031829,-33.30852065,1.4071381487777597,73,7.1370000000000005,1.3105,0.974,0.525,2.2121999999999997,1.4098000000000002,2.284666,14.625192306427994,18.290170454545457,-33.15616477272727,0
53.65994392459511,41.7,-35.71,41.70676005,-35.697996275,41.7586339,41.6548862,-35.6803576,-35.71563495,32.96164458325691,28,33.102000000000004,48.637,68.111,48.7473,32.3058,35.3744,50.359291999999996,6.225451790834181,41.70208791208792,-35.74994505494505,50
51.00598833272006,41.81,-35.685,41.817167749999996,-35.681932450000005,41.8383354,41.7960001,-35.67005125,-35.69381365,41.020771646489166,29,20.496,38.8435,66.387,20.0235,71.68499999999999,41.8461,60.339231,6.225451790834181,41.70208791208792,-35.74994505494505,50
58.69802793300007,43.54,-48.365,43.5978427,-48.351690475,43.6594511,43.5362343,-48.31639485,-48.3869861,87.66163329836778,57,47.901,49.8005,40.539,45.7688,242.2866,102.91130000000001,154.67694849999998,59.248480993186625,44.27893401015229,-49.531560913705576,50
52.15442909824993,41.73,-35.655,41.7433932,-35.660224775,41.7770601,41.7097263,-35.64422665,-35.6762229,17.888605361635648,28,12.255,34.813,39.024,25.235,11.342699999999999,18.6594,26.209525499999998,6.225451790834181,41.70208791208792,-35.74994505494505,50
50.638162777524826,41.8,-35.71,41.79666535,-35.712431875,41.8168836,41.7764471,-35.70454095,-35.7203228,30.32446115287476,29,11.277000000000001,19.2155,41.982,25.8594,55.80029999999999,30.7115,44.2922035,6.225451790834181,41.70208791208792,-35.74994505494505,50
50.65969033712001,41.84,-35.72,41.839355299999994,-35.717869324999995,41.8539329,41.8247777,-35.7065559,-35.72918275,35.15023459776704,29,21.27,50.006,61.38,40.152,39.0894,35.614000000000004,51.2133305,6.225451790834181,41.70208791208792,-35.74994505494505,50
51.42001418058505,41.77,-35.675,41.77475915,-35.674458425,41.8043926,41.7451257,-35.6624786,-35.68643825,23.082743537012686,29,14.517,29.090500000000002,39.234,24.9347,29.852399999999996,23.738300000000002,33.834956,6.225451790834181,41.70208791208792,-35.74994505494505,50
52.624570377429826,43.03,-35.415,43.0324844,-35.426296074999996,43.0614603,43.0035085,-35.40365165,-35.4489405,7.08566354700208,38,2.598,3.8135,4.639,3.1206,17.095799999999997,7.4576,10.750738,17.517437740719956,43.38366197183098,-35.78077464788733,50
51.51572259398028,44.48,-36.61,44.471624950000006,-36.605103650000004,44.4967315,44.4465184,-36.59001075,-36.62019655,35.309026223628095,54,11.715,35.2265,41.154,33.642,60.066599999999994,36.379400000000004,49.380281,21.332325822563316,44.02935275080906,-36.32407766990291,50
50.72219487785,44.51,-36.625,44.512289100000004,-36.627052725,44.528217,44.4963612,-36.61571735,-36.6383881,8.998526209269336,54,7.758,17.241500000000002,10.703,13.0137,7.4765999999999995,9.1285,12.2489925,21.332325822563316,44.02935275080906,-36.32407766990291,50
127.43722252205025,43.76,-51.8,43.7686577,-51.796089225,43.9312282,43.6060872,-51.6770067,-51.91517175,1.9683024710978652,57,1.569,7.906000000000001,7.363,7.392,4.7726999999999995,5.0167,8.537008499999999,59.248480993186625,44.27893401015229,-49.531560913705576,50
59.47626503984979,43.89,-51.71,43.8801813,-51.703483575,43.9257898,43.8345728,-51.65154005,-51.7554271,0.8969964735387281,57,0.483,1.9585000000000001,2.365,0.9597,0.8567999999999999,1.067,1.7301955,59.248480993186625,44.27893401015229,-49.531560913705576,50
57.659537291719786,41.68,-35.83,41.6954116,-35.818895999999995,41.7317994,41.6590238,-35.76627165,-35.87152035,28.102115904989958,28,19.557000000000002,40.015,53.413000000000004,36.3979,39.633599999999994,32.4071,46.225587499999996,6.225451790834181,41.70208791208792,-35.74994505494505,50
51.41482984567996,41.87,-35.685,41.86952410000001,-35.6962976,41.8940223,41.8450259,-35.6818595,-35.7107357,57.554989657300986,28,14.355,50.972500000000004,76.618,49.4011,101.3745,59.183600000000006,84.7004015,6.225451790834181,41.70208791208792,-35.74994505494505,50
50.86417104235998,41.82,-35.725,41.8223944,-35.725172875,41.8407172,41.8040716,-35.71338195,-35.7369638,32.76363235355066,29,15.528,37.8605,61.148,38.6379,40.817099999999996,33.3299,47.955281,6.225451790834181,41.70208791208792,-35.74994505494505,50
57.79171799371006,43.1,-35.795,43.10789565,-35.79532125,43.1603258,43.0554655,-35.7581684,-35.8324741,0.34494562010026575,30,0.036000000000000004,0.775,1.0090000000000001,0.8743,0.0501,0.3987,0.544674,17.517437740719956,43.38366197183098,-35.78077464788733,50
54.655118759620315,39.72,-37.81,39.735559699999996,-37.78820945,39.764398,39.7067214,-37.7478541,-37.8285648,34.31325450500272,19,38.076,38.704,55.573,43.9152,50.001,37.5079,55.969178,10.651584389188315,39.32571428571429,-37.765408163265306,50
51.32495595099003,43.52,-48.37,43.5189408,-48.366357725,43.5373609,43.5005207,-48.34837525,-48.3843402,50.30398861842955,57,28.176000000000002,49.361000000000004,50.932,52.5336,84.68279999999999,51.637,76.42998399999999,59.248480993186625,44.27893401015229,-49.531560913705576,50
168.03173542489932,48.44,-57.265,48.4149586,-57.2686147,48.6006991,48.2292181,-57.10974825,-57.42748115,0.46485266489978466,59,1.068,2.102,2.25,2.1370999999999998,1.7276999999999998,1.5622,2.114707,88.22863055720632,46.92656790123457,-55.14871604938271,50
50.504205394000095,18.32,-33.06,18.4067904,-33.058270275,18.4402504,18.3733304,-33.05450305,-33.0620375,2.858474831427614,97,1.248,0.292,0.622,0.357,8.0223,2.8873,5.000857,14.625192306427994,18.290170454545457,-33.15616477272727,0
59.2895128603997,41.83,-35.815,41.828761099999994,-35.820565,41.884845,41.7726772,-35.779156,-35.861974,2.229399325833977,28,1.815,5.038,6.103,3.2228,1.5144,2.6436,3.6815754999999997,6.225451790834181,41.70208791208792,-35.74994505494505,50
51.709873962089944,41.69,-35.755,41.69675105,-35.7547075,41.7314875,41.6620146,-35.74240145,-35.76701355,41.80884296072691,28,19.173000000000002,45.1145,73.368,48.3035,58.0179,43.238600000000005,61.995794499999995,6.225451790834181,41.70208791208792,-35.74994505494505,50
50.770088569249964,42.78,-35.735,42.77863465,-35.73580985,42.7959404,42.7613289,-35.7246851,-35.7469346,13.533657698130558,30,5.058,24.045,29.504,16.7944,10.2447,13.7421,18.915091999999998,17.517437740719956,43.38366197183098,-35.78077464788733,50
63.797338913160694,43.13,-35.725,43.1658287,-35.704840000000004,43.2479521,43.0837053,-35.66283815,-35.74684185,13.787252179864046,32,9.192,24.207,19.038,17.1171,24.284699999999997,17.5918,24.903496,17.517437740719956,43.38366197183098,-35.78077464788733,50
52.963991811199804,43.02,-35.455,43.01524445,-35.4492648,43.0536652,42.9768237,-35.4299784,-35.4685512,4.313968645235015,38,5.196,5.892,5.2780000000000005,2.6642,6.929099999999999,4.5697,6.6198274999999995,17.517437740719956,43.38366197183098,-35.78077464788733,50
50.267590876875126,44.49,-36.59,44.497565050000006,-36.591019225,44.5055363,44.4895938,-36.58262685,-36.5994116,10.804178010644334,54,3.5340000000000003,8.786,14.423,10.0758,18.3159,10.862,14.802401999999999,21.332325822563316,44.02935275080906,-36.32407766990291,50
88.96484224111428,43.93,-51.785,44.01465075,-51.825518925,44.1400232,43.8892783,-51.74782075,-51.9032171,1.3183859718664852,57,1.3800000000000001,3.5475,5.118,3.3565,1.797,2.3458,3.8825325,59.248480993186625,44.27893401015229,-49.531560913705576,50
50.341674284899966,47.53,-55.63,47.529141949999996,-55.6341045,47.5369842,47.5212997,-55.6232124,-55.6449966,3.1973509480251856,59,1.464,3.081,4.0600000000000005,3.9151,4.766699999999999,3.2192000000000003,4.7646049999999995,88.22863055720632,46.92656790123457,-55.14871604938271,50
490.8495277886188,44.57,-55.255,44.556410549999995,-55.262537525,44.9791224,44.1336987,-55.00181055,-55.5232645,0.3106145394228801,82,2.25,5.095,7.181,4.5465,1.7631,3.0493,4.664134,54.062671965044444,42.85410256410256,-53.6448717948718,50
51.13909286287487,18.4,-33.03,18.45002785,-33.041664125,18.4687416,18.4313141,-33.0264468,-33.05688145,0.42051977843376753,91,0.6990000000000001,0.28200000000000003,0.241,0.1722,0.9050999999999999,0.43010000000000004,0.7409425,14.625192306427994,18.290170454545457,-33.15616477272727,0
50.02599698227498,41.95,-35.73,41.95381265,-35.729056375,41.9569617,41.9506636,-35.7269925,-35.73112025,0.4384720210128331,28,0.453,0.879,0.601,1.0367,0.11879999999999999,0.43870000000000003,0.6255514999999999,6.225451790834181,41.70208791208792,-35.74994505494505,50
50.33297578929997,41.96,-35.735,41.962539699999994,-35.737352575,41.9772663,41.9478131,-35.73169995,-35.7430052,3.574892944006133,28,4.452,5.719,8.576,3.9634,2.6481,3.5987,5.1037225,6.225451790834181,41.70208791208792,-35.74994505494505,50
50.22627032980002,41.89,-35.695,41.89049015,-35.69714465,41.8991542,41.8818261,-35.69061565,-35.70367365,17.144514102793995,28,4.017,16.5285,16.706,20.8292,27.4089,17.2221,24.7236035,6.225451790834181,41.70208791208792,-35.74994505494505,50
53.99553591752011,41.7,-35.73,41.7057931,-35.73118115,41.7414007,41.6701855,-35.7031286,-35.7592337,69.21507373700027,28,54.024,54.7595,89.73100000000001,51.8322,136.84709999999998,74.7461,107.834194,6.225451790834181,41.70208791208792,-35.74994505494505,50
54.60031279972977,41.95,-35.775,41.9758938,-35.772690725000004,42.0148619,41.9369257,-35.7431774,-35.80220405,19.062894452962755,28,15.129,21.56,23.915,15.5834,34.148399999999995,20.8168,29.5238865,6.225451790834181,41.70208791208792,-35.74994505494505,50
51.82667298357016,42.74,-35.73,42.7328115,-35.731992175,42.7652884,42.7003346,-35.71793085,-35.7460535,51.081129611373186,30,17.337,44.0985,51.879,44.4948,96.0162,52.947300000000006,74.2346285,17.517437740719956,43.38366197183098,-35.78077464788733,50
52.74531964939496,43.01,-35.745,43.00690175,-35.744203625,43.0514619,42.9623416,-35.7288013,-35.75960595,30.577120599903324,31,16.347,43.587,58.655,35.4354,36.19799999999999,32.256,45.244192,17.517437740719956,43.38366197183098,-35.78077464788733,50
52.166331017689856,43.01,-35.72,43.01199715,-35.71780195,43.0366508,42.9873435,-35.6958343,-35.7397696,33.84539348571936,31,12.645,55.9495,78.549,54.6413,24.118799999999997,35.311800000000005,49.234685,17.517437740719956,43.38366197183098,-35.78077464788733,50
63.03758092226043,43.23,-35.78,43.2305123,-35.772879775,43.3077277,43.1532969,-35.73066805,-35.8150915,55.92489350674128,33,22.773,60.7325,62.969,58.226,128.9607,70.5074,99.68712,17.517437740719956,43.38366197183098,-35.78077464788733,50
62.517742477414664,43.28,-35.73,43.32518695,-35.719335325,43.4041935,43.2461804,-35.6797255,-35.75894515,0.6538143954056982,33,0.318,1.7775,2.259,1.155,0.1815,0.8175,1.1626835,17.517437740719956,43.38366197183098,-35.78077464788733,50
51.07141892695989,39.8,-37.725,39.8042969,-37.72720895,39.8223146,39.7862792,-37.71234275,-37.74207515,7.310057324507224,19,9.105,12.583,13.137,5.8723,7.481999999999999,7.4667,11.083789,10.651584389188315,39.32571428571429,-37.765408163265306,50
63.31965230719945,39.17,-37.795,39.1550578,-37.7974986,39.2416318,39.0684838,-37.7590354,-37.8359618,41.81774383652033,19,67.038,63.54,74.409,74.1097,59.961299999999994,52.9577,80.00214199999999,10.651584389188315,39.32571428571429,-37.765408163265306,50
71.60594893222977,38.55,-37.785,38.5491359,-37.777366775000004,38.624132,38.4741398,-37.7053432,-37.84939035,9.138207226599265,19,20.79,13.765,19.87,15.0941,16.4931,13.087,20.135865499999998,10.651584389188315,39.32571428571429,-37.765408163265306,50
64.98433482276614,47.97,-48.585,47.97458025,-48.574900725,48.0371753,47.9119852,-48.5150544,-48.63474705,33.2887149787697,58,25.587,23.6005,42.521,34.0221,85.73849999999999,43.264900000000004,59.474951999999995,55.87354024938821,47.511127450980396,-49.807487745098044,50
53.15516807839984,46.85,-56.995,46.8520192,-56.990848975,46.878768,46.8252704,-56.9613601,-57.02033785,47.123639912219154,59,22.479,58.935,66.001,58.3135,67.8912,50.097300000000004,72.13413249999999,88.22863055720632,46.92656790123457,-55.14871604938271,50
66.41069234937515,41.14,-52.395,41.11815175,-52.442046475,41.1663848,41.0699187,-52.3569871,-52.52710585,54.83077906857963,82,18.351,78.97500000000001,86.565,83.7172,107.4126,72.827,125.8338295,54.062671965044444,42.85410256410256,-53.6448717948718,50
147.8851447594342,42.86,-56.315,42.75274105,-56.228720675000005,42.9367991,42.568683,-56.0957665,-56.36167485,6.358245120086783,83,15.354000000000001,21.872,23.215,23.6215,24.670799999999996,18.8058,30.853619,61.69291389616795,44.52052307692308,-57.417461538461545,50
56.34063317822026,41.63,-35.75,41.643732549999996,-35.74210475,41.6863156,41.6011495,-35.70487965,-35.77932985,28.76006016606833,28,14.16,38.4765,48.513,27.9209,46.19969999999999,32.4072,46.560928,6.225451790834181,41.70208791208792,-35.74994505494505,50
51.79189831880011,41.72,-35.63,41.7275657,-35.6284434,41.7565341,41.6985973,-35.61297915,-35.64390765,20.540181660301155,28,12.723,27.6715,32.657000000000004,24.8801,25.493699999999997,21.276300000000003,30.551201499999998,6.225451790834181,41.70208791208792,-35.74994505494505,50
51.48038628495995,41.99,-35.75,41.9993085,-35.7493565,42.0177079,41.9809091,-35.7292419,-35.7694711,55.01532145316154,28,15.864,55.8275,74.355,45.4174,93.0786,56.644200000000005,80.9439295,6.225451790834181,41.70208791208792,-35.74994505494505,50
50.79720725244513,41.85,-35.735,41.852466449999994,-35.735695375,41.8710573,41.8338756,-35.72497495,-35.7464158,18.66795541115805,29,14.661,27.091,36.215,28.1232,16.258799999999997,18.965600000000002,26.984840499999997,6.225451790834181,41.70208791208792,-35.74994505494505,50
56.39075885209969,42.78,-35.6,42.796112300000004,-35.611816875,42.8528753,42.7393493,-35.5836702,-35.63996355,48.647243907373955,30,15.465,47.5225,53.714,42.1582,100.35329999999999,54.865100000000005,77.240776,17.517437740719956,43.38366197183098,-35.78077464788733,50
52.93836671670466,42.99,-35.725,42.94163515,-35.722151374999996,42.9907255,42.8925448,-35.7071873,-35.73711545,75.03159327253334,31,16.269000000000002,47.355000000000004,73.8,48.566,165.32909999999998,79.441,111.8875535,17.517437740719956,43.38366197183098,-35.78077464788733,50
51.983857900339956,42.96,-35.7,42.97032725,-35.7022989,43.0051976,42.9354569,-35.6880758,-35.716522,25.196956380404277,31,7.878,19.8165,31.319,22.3006,46.9593,26.1967,36.838511499999996,17.517437740719956,43.38366197183098,-35.78077464788733,50
